, LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2411,CN4610200000000,46,102,"Oglala Lakota County, SD",,,,
2412,CN4610300000000,46,103,"Pennington County, SD",,,,
2413,CN4610500000000,46,105,"Perkins County, SD",,,,
2414,CN4610700000000,46,107,"Potter County, SD",,,,
2415,CN4610900000000,46,109,"Roberts County, SD",,,,
2416,CN4611100000000,46,111,"Sanborn County, SD",,,,
2417,CN4611500000000,46,115,"Spink County, SD",,,,
2418,CN4611700000000,46,117,"Stanley County, SD",,,,
2419,CN4611900000000,46,119,"Sully County, SD",,,,
2420,CN4612100000000,46,121,"Todd County, SD",,,,
2421,CN4612300000000,46,123,"Tripp County, SD",,,,
2422,CN4612500000000,46,125,"Turner County, SD",,,,
2423,CN4612700000000,46,127,"Union County, SD",,,,
2424,CN4612900000000,46,129,"Walworth County, SD",,,,
2425,CN4613500000000,46,135,"Yankton County, SD",,,,
2426,CN4613700000000,46,137,"Ziebach County, SD",,,,
2427,CN4700100000000,47,1,"Anderson County, TN",,,,
2428,CN4700300000000,47,3,"Bedford County, TN",,,,
2429,CN4700500000000,47,5,"Benton County, TN",,,,
2430,CN4700700000000,47,7,"Bledsoe County, TN",,,,
2431,CN4700900000000,47,9,"Blount County, TN",,,,
2432,CN4701100000000,47,11,"Bradley County, TN",,,,
2433,CN4701300000000,47,13,"Campbell County, TN",,,,
2434,CN4701500000000,47,15,"Cannon County, TN",,,,
2435,CN4701700000000,47,17,"Carroll County, TN",,,,
2436,CN4701900000000,47,19,"Carter County, TN",,,,
2437,CN4702100000000,47,21,"Cheatham County, TN",,,,
2438,CN4702300000000,47,23,"Chester County, TN",,,,
2439,CN4702500000000,47,25,"Claiborne County, TN",,,,
2440,CN4702700000000,47,27,"Clay County, TN",,,,
2441,CN4702900000000,47,29,"Cocke County, TN",,,,
2442,CN4703100000000,47,31,"Coffee County, TN",,,,
2443,CN4703300000000,47,33,"Crockett County, TN",,,,
2444,CN4703500000000,47,35,"Cumberland County, TN",,,,
2445,CN4703700000000,47,37,"Davidson County, TN",,,,
2446,CN4703900000000,47,39,"Decatur County, TN",,,,
2447,CN4704100000000,47,41,"DeKalb County, TN",,,,
2448,CN4704300000000,47,43,"Dickson County, TN",,,,
2449,CN4704500000000,47,45,"Dyer County, TN",,,,
2450,CN4704700000000,47,47,"Fayette County, TN",,,,
2451,CN4704900000000,47,49,"Fentress County, TN",,,,
2452,CN4705100000000,47,51,"Franklin County, TN",,,,
2453,CN4705300000000,47,53,"Gibson County, TN",,,,
2454,CN4705500000000,47,55,"Giles County, TN",,,,
2455,CN4705700000000,47,57,"Grainger County, TN",,,,
2456,CN4705900000000,47,59,"Greene County, TN",,,,
2457,CN4706100000000,47,61,"Grundy County, TN",,,,
2458,CN4706300000000,47,63,"Hamblen County, TN",,,,
2459,CN4706500000000,47,65,"Hamilton County, TN",,,,
2460,CN4706700000000,47,67,"Hancock County, TN",,,,
2461,CN4706900000000,47,69,"Hardeman County, TN",,,,
2462,CN4707100000000,47,71,"Hardin County, TN",,,,
2463,CN4707300000000,47,73,"Hawkins County, TN",,,,
2464,CN4707500000000,47,75,"Haywood County, TN",,,,
2465,CN4707700000000,47,77,"Henderson County, TN",,,,
2466,CN4707900000000,47,79,"Henry County, TN",,,,
2467,CN4708100000000,47,81,"Hickman County, TN",,,,
2468,CN4708300000000,47,83,"Houston County, TN",,,,
2469,CN4708500000000,47,85,"Humphreys County, TN",,,,
2470,CN4708700000000,47,87,"Jackson County, TN",,,,
2471,CN4708900000000,47,89,"Jefferson County, TN",,,,
2472,CN4709100000000,47,91,"Johnson County, TN",,,,
2473,CN4709300000000,47,93,"Knox County, TN",,,,
2474,CN4709500000000,47,95,"Lake County, TN",,,,
2475,CN4709700000000,47,97,"Lauderdale County, TN",,,,
2476,CN4709900000000,47,99,"Lawrence County, TN",,,,
2477,CN4710100000000,47,101,"Lewis County, TN",,,,
2478,CN4710300000000,47,103,"Lincoln County, TN",,,,
2479,CN4710500000000,47,105,"Loudon County, TN",,,,
2480,CN4710700000000,47,107,"McMinn County, TN",,,,
2481,CN4710900000000,47,109,"McNairy County, TN",,,,
2482,CN4711100000000,47,111,"Macon County, TN",,,,
2483,CN4711300000000,47,113,"Madison County, TN",,,,
2484,CN4711500000000,47,115,"Marion County, TN",,,,
2485,CN4711700000000,47,117,"Marshall County, TN",,,,
2486,CN4711900000000,47,119,"Maury County, TN",,,,
2487,CN4712100000000,47,121,"Meigs County, TN",,,,
2488,CN4712300000000,47,123,"Monroe County, TN",,,,
2489,CN4712500000000,47,125,"Montgomery County, TN",,,,
2490,CN4712700000000,47,127,"Moore County, TN",,,,
2491,CN4712900000000,47,129,"Morgan County, TN",,,,
2492,CN4713100000000,47,131,"Obion County, TN",,,,
2493,CN4713300000000,47,133,"Overton County, TN",,,,
2494,CN4713500000000,47,135,"Perry County, TN",,,,
2495,CN4713700000000,47,137,"Pickett County, TN",,,,
2496,CN4713900000000,47,139,"Polk County, TN",,,,
2497,CN4714100000000,47,141,"Putnam County, TN",,,,
2498,CN4714300000000,47,143,"Rhea County, TN",,,,
2499,CN4714500000000,47,145,"Roane County, TN",,,,
2500,CN4714700000000,47,147,"Robertson County, TN",,,,
2501,CN4714900000000,47,149,"Rutherford County, TN",,,,
2502,CN4715100000000,47,151,"Scott County, TN",,,,
2503,CN4715300000000,47,153,"Sequatchie County, TN",,,,
2504,CN4715500000000,47,155,"Sevier County, TN",,,,
2505,CN4715700000000,47,157,"Shelby County, TN",,,,
2506,CN4715900000000,47,159,"Smith County, TN",,,,
2507,CN4716100000000,47,161,"Stewart County, TN",,,,
2508,CN4716300000000,47,163,"Sullivan County, TN",,,,
2509,CN4716500000000,47,165,"Sumner County, TN",,,,
2510,CN4716700000000,47,167,"Tipton County, TN",,,,
2511,CN4716900000000,47,169,"Trousdale County, TN",,,,
2512,CN4717100000000,47,171,"Unicoi County, TN",,,,
2513,CN4717300000000,47,173,"Union County, TN",,,,
2514,CN4717500000000,47,175,"Van Buren County, TN",,,,
2515,CN4717700000000,47,177,"Warren County, TN",,,,
2516,CN4717900000000,47,179,"Washington County, TN",,,,
2517,CN4718100000000,47,181,"Wayne County, TN",,,,
2518,CN4718300000000,47,183,"Weakley County, TN",,,,
2519,CN4718500000000,47,185,"White County, TN",,,,
2520,CN4718700000000,47,187,"Williamson County, TN",,,,
2521,CN4718900000000,47,189,"Wilson County, TN",,,,
2522,CN4800100000000,48,1,"Anderson County, TX",,,,
2523,CN4800300000000,48,3,"Andrews County, TX",,,,
2524,CN4800500000000,48,5,"Angelina County, TX",,,,
2525,CN4800700000000,48,7,"Aransas County, TX",,,,
2526,CN4800900000000,48,9,"Archer County, TX",,,,
2527,CN4801100000000,48,11,"Armstrong County, TX",,,,
2528,CN4801300000000,48,13,"Atascosa County, TX",,,,
2529,CN4801500000000,48,15,"Austin County, TX",,,,
2530,CN4801700000000,48,17,"Bailey County, TX",,,,
2531,CN4801900000000,48,19,"Bandera County, TX",,,,
2532,CN4802100000000,48,21,"Bastrop County, TX",,,,
2533,CN4802300000000,48,23,"Baylor County, TX",,,,
2534,CN4802500000000,48,25,"Bee County, TX",,,,
2535,CN4802700000000,48,27,"Bell County, TX",,,,
2536,CN4802900000000,48,29,"Bexar County, TX",,,,
2537,CN4803100000000,48,31,"Blanco County, TX",,,,
2538,CN4803300000000,48,33,"Borden County, TX",,,,
2539,CN4803500000000,48,35,"Bosque County, TX",,,,
2540,CN4803700000000,48,37,"Bowie County, TX",,,,
2541,CN4803900000000,48,39,"Brazoria County, TX",,,,
2542,CN4804100000000,48,41,"Brazos County, TX",,,,
2543,CN4804300000000,48,43,"Brewster County, TX",,,,
2544,CN4804500000000,48,45,"Briscoe County, TX",,,,
2545,CN4804700000000,48,47,"Brooks County, TX",,,,
2546,CN4804900000000,48,49,"Brown County, TX",,,,
2547,CN4805100000000,48,51,"Burleson County, TX",,,,
2548,CN4805300000000,48,53,"Burnet County, TX",,,,
2549,CN4805500000000,48,55,"Caldwell County, TX",,,,
2550,CN4805700000000,48,57,"Calhoun County, TX",,,,
2551,CN4805900000000,48,59,"Callahan County, TX",,,,
2552,CN4806100000000,48,61,"Cameron County, TX",,,,
2553,CN4806300000000,48,63,"Camp County, TX",,,,
2554,CN4806500000000,48,65,"Carson County, TX",,,,
2555,CN4806700000000,48,67,"Cass County, TX",,,,
2556,CN4806900000000,48,69,"Castro County, TX",,,,
2557,CN4807100000000,48,71,"Chambers County, TX",,,,
2558,CN4807300000000,48,73,"Cherokee County, TX",,,,
2559,CN4807500000000,48,75,"Childress County, TX",,,,
2560,CN4807700000000,48,77,"Clay County, TX",,,,
2561,CN4807900000000,48,79,"Cochran County, TX",,,,
2562,CN4808100000000,48,81,"Coke County, TX",,,,
2563,CN4808300000000,48,83,"Coleman County, TX",,,,
2564,CN4808500000000,48,85,"Collin County, TX",,,,
2565,CN4808700000000,48,87,"Collingsworth County, TX",,,,
2566,CN4808900000000,48,89,"Colorado County, TX",,,,
2567,CN4809100000000,48,91,"Comal County, TX",,,,
2568,CN4809300000000,48,93,"Comanche County, TX",,,,
2569,CN4809500000000,48,95,"Concho County, TX",,,,
2570,CN4809700000000,48,97,"Cooke County, TX",,,,
2571,CN4809900000000,48,99,"Coryell County, TX",,,,
2572,CN4810100000000,48,101,"Cottle County, TX",,,,
2573,CN4810300000000,48,103,"Crane County, TX",,,,
2574,CN4810500000000,48,105,"Crockett County, TX",,,,
2575,CN4810700000000,48,107,"Crosby County, TX",,,,
2576,CN4810900000000,48,109,"Culberson County, TX",,,,
2577,CN4811100000000,48,111,"Dallam County, TX",,,,
2578,CN4811300000000,48,113,"Dallas County, TX",,,,
2579,CN4811500000000,48,115,"Dawson County, TX",,,,
2580,CN4811700000000,48,117,"Deaf Smith County, TX",,,,
2581,CN4811900000000,48,119,"Delta County, TX",,,,
2582,CN4812100000000,48,121,"Denton County, TX",,,,
2583,CN4812300000000,48,123,"DeWitt County, TX",,,,
2584,CN4812500000000,48,125,"Dickens County, TX",,,,
2585,CN4812700000000,48,127,"Dimmit County, TX",,,,
2586,CN4812900000000,48,129,"Donley County, TX",,,,
2587,CN4813100000000,48,131,"Duval County, TX",,,,
2588,CN4813300000000,48,133,"Eastland County, TX",,,,
2589,CN4813500000000,48,135,"Ector County, TX",,,,
2590,CN4813700000000,48,137,"Edwards County, TX",,,,
2591,CN4813900000000,48,139,"Ellis County, TX",,,,
2592,CN4814100000000,48,141,"El Paso County, TX",,,,
2593,CN4814300000000,48,143,"Erath County, TX",,,,
2594,CN4814500000000,48,145,"Falls County, TX",,,,
2595,CN4814700000000,48,147,"Fannin County, TX",,,,
2596,CN4814900000000,48,149,"Fayette County, TX",,,,
2597,CN4815100000000,48,151,"Fisher County, TX",,,,
2598,CN4815300000000,48,153,"Floyd County, TX",,,,
2599,CN4815500000000,48,155,"Foard County, TX",,,,
2600,CN4815700000000,48,157,"Fort Bend County, TX",,,,
2601,CN4815900000000,48,159,"Franklin County, TX",,,,
2602,CN4816100000000,48,161,"Freestone County, TX",,,,
2603,CN4816300000000,48,163,"Frio County, TX",,,,
2604,CN4816500000000,48,165,"Gaines County, TX",,,,
2605,CN4816700000000,48,167,"Galveston County, TX",,,,
2606,CN4816900000000,48,169,"Garza County, TX",,,,
2607,CN4817100000000,48,171,"Gillespie County, TX",,,,
2608,CN4817300000000,48,173,"Glasscock County, TX",,,,
2609,CN4817500000000,48,175,"Goliad County, TX",,,,
2610,CN4817700000000,48,177,"Gonzales County, TX",,,,
2611,CN4817900000000,48,179,"Gray County, TX",,,,
2612,CN4818100000000,48,181,"Grayson County, TX",,,,
2613,CN4818300000000,48,183,"Gregg County, TX",,,,
2614,CN4818500000000,48,185,"Grimes County, TX",,,,
2615,CN4818700000000,48,187,"Guadalupe County, TX",,,,
2616,CN4818900000000,48,189,"Hale County, TX",,,,
2617,CN4819100000000,48,191,"Hall County, TX",,,,
2618,CN4819300000000,48,193,"Hamilton County, TX",,,,
2619,CN4819500000000,48,195,"Hansford County, TX",,,,
2620,CN4819700000000,48,197,"Hardeman County, TX",,,,
2621,CN4819900000000,48,199,"Hardin County, TX",,,,
2622,CN4820100000000,48,201,"Harris County, TX",,,,
2623,CN4820300000000,48,203,"Harrison County, TX",,,,
2624,CN4820500000000,48,205,"Hartley County, TX",,,,
2625,CN4820700000000,48,207,"Haskell County, TX",,,,
2626,CN4820900000000,48,209,"Hays County, TX",,,,
2627,CN4821100000000,48,211,"Hemphill County, TX",,,,
2628,CN4821300000000,48,213,"Henderson County, TX",,,,
2629,CN4821500000000,48,215,"Hidalgo County, TX",,,,
2630,CN4821700000000,48,217,"Hill County, TX",,,,
2631,CN4821900000000,48,219,"Hockley County, TX",,,,
2632,CN4822100000000,48,221,"Hood County, TX",,,,
2633,CN4822300000000,48,223,"Hopkins County, TX",,,,
2634,CN4822500000000,48,225,"Houston County, TX",,,,
2635,CN4822700000000,48,227,"Howard County, TX",,,,
2636,CN4822900000000,48,229,"Hudspeth County, TX",,,,
2637,CN4823100000000,48,231,"Hunt County, TX",,,,
2638,CN4823300000000,48,233,"Hutchinson County, TX",,,,
2639,CN4823500000000,48,235,"Irion County, TX",,,,
2640,CN4823700000000,48,237,"Jack County, TX",,,,
2641,CN4823900000000,48,239,"Jackson County, TX",,,,
2642,CN4824100000000,48,241,"Jasper County, TX",,,,
2643,CN4824300000000,48,243,"Jeff Davis County, TX",,,,
2644,CN4824500000000,48,245,"Jefferson County, TX",,,,
2645,CN4824700000000,48,247,"Jim Hogg County, TX",,,,
2646,CN4824900000000,48,249,"Jim Wells County, TX",,,,
2647,CN4825100000000,48,251,"Johnson County, TX",,,,
2648,CN4825300000000,48,253,"Jones County, TX",,,,
2649,CN4825500000000,48,255,"Karnes County, TX",,,,
2650,CN4825700000000,48,257,"Kaufman County, TX",,,,
2651,CN4825900000000,48,259,"Kendall County, TX",,,,
2652,CN4826100000000,48,261,"Kenedy County, TX",,,,
2653,CN4826300000000,48,263,"Kent County, TX",,,,
2654,CN4826500000000,48,265,"Kerr County, TX",,,,
2655,CN4826700000000,48,267,"Kimble County, TX",,,,
2656,CN4826900000000,48,269,"King County, TX",,,,
2657,CN4827100000000,48,271,"Kinney County, TX",,,,
2658,CN4827300000000,48,273,"Kleberg County, TX",,,,
2659,CN4827500000000,48,275,"Knox County, TX",,,,
2660,CN4827700000000,48,277,"Lamar County, TX",,,,
2661,CN4827900000000,48,279,"Lamb County, TX",,,,
2662,CN4828100000000,48,281,"Lampasas County, TX",,,,
2663,CN4828300000000,48,283,"La Salle County, TX",,,,
2664,CN4828500000000,48,285,"Lavaca County, TX",,,,
2665,CN4828700000000,48,287,"Lee County, TX",,,,
2666,CN4828900000000,48,289,"Leon County, TX",,,,
2667,CN4829100000000,48,291,"Liberty County, TX",,,,
2668,CN4829300000000,48,293,"Limestone County, TX",,,,
2669,CN4829500000000,48,295,"Lipscomb County, TX",,,,
2670,CN4829700000000,48,297,"Live Oak County, TX",,,,
2671,CN4829900000000,48,299,"Llano County, TX",,,,
2672,CN4830100000000,48,301,"Loving County, TX",,,,
2673,CN4830300000000,48,303,"Lubbock County, TX",,,,
2674,CN4830500000000,48,305,"Lynn County, TX",,,,
2675,CN4830700000000,48,307,"McCulloch County, TX",,,,
2676,CN4830900000000,48,309,"McLennan County, TX",,,,
2677,CN4831100000000,48,311,"McMullen County, TX",,,,
2678,CN4831300000000,48,313,"Madison County, TX",,,,
2679,CN4831500000000,48,315,"Marion County, TX",,,,
2680,CN4831700000000,48,317,"Martin County, TX",,,,
2681,CN4831900000000,48,319,"Mason County, TX",,,,
2682,CN4832100000000,48,321,"Matagorda County, TX",,,,
2683,CN4832300000000,48,323,"Maverick County, TX",,,,
2684,CN4832500000000,48,325,"Medina County, TX",,,,
2685,CN4832700000000,48,327,"Menard County, TX",,,,
2686,CN4832900000000,48,329,"Midland County, TX",,,,
2687,CN4833100000000,48,331,"Milam County, TX",,,,
2688,CN4833300000000,48,333,"Mills County, TX",,,,
2689,CN4833500000000,48,335,"Mitchell County, TX",,,,
2690,CN4833700000000,48,337,"Montague County, TX",,,,
2691,CN4833900000000,48,339,"Montgomery County, TX",,,,
2692,CN4834100000000,48,341,"Moore County, TX",,,,
2693,CN4834300000000,48,343,"Morris County, TX",,,,
2694,CN4834500000000,48,345,"Motley County, TX",,,,
2695,CN4834700000000,48,347,"Nacogdoches County, TX",,,,
2696,CN4834900000000,48,349,"Navarro County, TX",,,,
2697,CN4835100000000,48,351,"Newton County, TX",,,,
2698,CN4835300000000,48,353,"Nolan County, TX",,,,
2699,CN4835500000000,48,355,"Nueces County, TX",,,,
2700,CN4835700000000,48,357,"Ochiltree County, TX",,,,
2701,CN4835900000000,48,359,"Oldham County, TX",,,,
2702,CN4836100000000,48,361,"Orange County, TX",,,,
2703,CN4836300000000,48,363,"Palo Pinto County, TX",,,,
2704,CN4836500000000,48,365,"Panola County, TX",,,,
2705,CN4836700000000,48,367,"Parker County, TX",,,,
2706,CN4836900000000,48,369,"Parmer County, TX",,,,
2707,CN4837100000000,48,371,"Pecos County, TX",,,,
2708,CN4837300000000,48,373,"Polk County, TX",,,,
2709,CN4837500000000,48,375,"Potter County, TX",,,,
2710,CN4837700000000,48,377,"Presidio County, TX",,,,
2711,CN4837900000000,48,379,"Rains County, TX",,,,
2712,CN4838100000000,48,381,"Randall County, TX",,,,
2713,CN4838300000000,48,383,"Reagan County, TX",,,,
2714,CN4838500000000,48,385,"Real County, TX",,,,
2715,CN4838700000000,48,387,"Red River County, TX",,,,
2716,CN4838900000000,48,389,"Reeves County, TX",,,,
2717,CN4839100000000,48,391,"Refugio County, TX",,,,
2718,CN4839300000000,48,393,"Roberts County, TX",,,,
2719,CN4839500000000,48,395,"Robertson County, TX",,,,
2720,CN4839700000000,48,397,"Rockwall County, TX",,,,
2721,CN4839900000000,48,399,"Runnels County, TX",,,,
2722,CN4840100000000,48,401,"Rusk County, TX",,,,
2723,CN4840300000000,48,403,"Sabine County, TX",,,,
2724,CN4840500000000,48,405,"San Augustine County, TX",,,,
2725,CN4840700000000,48,407,"San Jacinto County, TX",,,,
2726,CN4840900000000,48,409,"San Patricio County, TX",,,,
2727,CN4841100000000,48,411,"San Saba County, TX",,,,
2728,CN4841300000000,48,413,"Schleicher County, TX",,,,
2729,CN4841500000000,48,415,"Scurry County, TX",,,,
2730,CN4841700000000,48,417,"Shackelford County, TX",,,,
2731,CN4841900000000,48,419,"Shelby County, TX",,,,
2732,CN4842100000000,48,421,"Sherman County, TX",,,,
2733,CN4842300000000,48,423,"Smith County, TX",,,,
2734,CN4842500000000,48,425,"Somervell County, TX",,,,
2735,CN4842700000000,48,427,"Starr County, TX",,,,
2736,CN4842900000000,48,429,"Stephens County, TX",,,,
2737,CN4843100000000,48,431,"Sterling County, TX",,,,
2738,CN4843300000000,48,433,"Stonewall County, TX",,,,
2739,CN4843500000000,48,435,"Sutton County, TX",,,,
2740,CN4843700000000,48,437,"Swisher County, TX",,,,
2741,CN4843900000000,48,439,"Tarrant County, TX",,,,
2742,CN4844100000000,48,441,"Taylor County, TX",,,,
2743,CN4844300000000,48,443,"Terrell County, TX",,,,
2744,CN4844500000000,48,445,"Terry County, TX",,,,
2745,CN4844700000000,48,447,"Throckmorton County, TX",,,,
2746,CN4844900000000,48,449,"Titus County, TX",,,,
2747,CN4845100000000,48,451,"Tom Green County, TX",,,,
2748,CN4845300000000,48,453,"Travis County, TX",,,,
2749,CN4845500000000,48,455,"Trinity County, TX",,,,
2750,CN4845700000000,48,457,"Tyler County, TX",,,,
2751,CN4845900000000,48,459,"Upshur County, TX",,,,
2752,CN4846100000000,48,461,"Upton County, TX",,,,
2753,CN4846300000000,48,463,"Uvalde County, TX",,,,
2754,CN4846500000000,48,465,"Val Verde County, TX",,,,
2755,CN4846700000000,48,467,"Van Zandt County, TX",,,,
2756,CN4846900000000,48,469,"Victoria County, TX",,,,
2757,CN4847100000000,48,471,"Walker County, TX",,,,
2758,CN4847300000000,48,473,"Waller County, TX",,,,
2759,CN4847500000000,48,475,"Ward County, TX",,,,
2760,CN4847700000000,48,477,"Washington County, TX",,,,
2761,CN4847900000000,48,479,"Webb County, TX",,,,
2762,CN4848100000000,48,481,"Wharton County, TX",,,,
2763,CN4848300000000,48,483,"Wheeler County, TX",,,,
2764,CN4848500000000,48,485,"Wichita County, TX",,,,
2765,CN4848700000000,48,487,"Wilbarger County, TX",,,,
2766,CN4848900000000,48,489,"Willacy County, TX",,,,
2767,CN4849100000000,48,491,"Williamson County, TX",,,,
2768,CN4849300000000,48,493,"Wilson County, TX",,,,
2769,CN4849500000000,48,495,"Winkler County, TX",,,,
2770,CN4849700000000,48,497,"Wise County, TX",,,,
2771,CN4849900000000,48,499,"Wood County, TX",,,,
2772,CN4850100000000,48,501,"Yoakum County, TX",,,,
2773,CN4850300000000,48,503,"Young County, TX",,,,
2774,CN4850500000000,48,505,"Zapata County, TX",,,,
2775,CN4850700000000,48,507,"Zavala County, TX",,,,
2776,CN4900100000000,49,1,"Beaver County, UT",,,,
2777,CN4900300000000,49,3,"Box Elder County, UT",,,,
2778,CN4900500000000,49,5,"Cache County, UT",,,,
2779,CN4900700000000,49,7,"Carbon County, UT",,,,
2780,CN4900900000000,49,9,"Daggett County, UT",,,,
2781,CN4901100000000,49,11,"Davis County, UT",,,,
2782,CN4901300000000,49,13,"Duchesne County, UT",,,,
2783,CN4901500000000,49,15,"Emery County, UT",,,,
2784,CN4901700000000,49,17,"Garfield County, UT",,,,
2785,CN4901900000000,49,19,"Grand County, UT",,,,
2786,CN4902100000000,49,21,"Iron County, UT",,,,
2787,CN4902300000000,49,23,"Juab County, UT",,,,
2788,CN4902500000000,49,25,"Kane County, UT",,,,
2789,CN4902700000000,49,27,"Millard County, UT",,,,
2790,CN4902900000000,49,29,"Morgan County, UT",,,,
2791,CN4903100000000,49,31,"Piute County, UT",,,,
2792,CN4903300000000,49,33,"Rich County, UT",,,,
2793,CN4903500000000,49,35,"Salt Lake County, UT",,,,
2794,CN4903700000000,49,37,"San Juan County, UT",,,,
2795,CN4903900000000,49,39,"Sanpete County, UT",,,,
2796,CN4904100000000,49,41,"Sevier County, UT",,,,
2797,CN4904300000000,49,43,"Summit County, UT",,,,
2798,CN4904500000000,49,45,"Tooele County, UT",,,,
2799,CN4904700000000,49,47,"Uintah County, UT",,,,
2800,CN4904900000000,49,49,"Utah County, UT",,,,
2801,CN4905100000000,49,51,"Wasatch County, UT",,,,
2802,CN4905300000000,49,53,"Washington County, UT",,,,
2803,CN4905500000000,49,55,"Wayne County, UT",,,,
2804,CN4905700000000,49,57,"Weber County, UT",,,,
2805,CN5000100000000,50,1,"Addison County, VT",,,,
2806,CN5000300000000,50,3,"Bennington County, VT",,,,
2807,CN5000500000000,50,5,"Caledonia County, VT",,,,
2808,CN5000700000000,50,7,"Chittenden County, VT",,,,
2809,CN5000900000000,50,9,"Essex County, VT",,,,
2810,CN5001100000000,50,11,"Franklin County, VT",,,,
2811,CN5001300000000,50,13,"Grand Isle County, VT",,,,
2812,CN5001500000000,50,15,"Lamoille County, VT",,,,
2813,CN5001700000000,50,17,"Orange County, VT",,,,
2814,CN5001900000000,50,19,"Orleans County, VT",,,,
2815,CN5002100000000,50,21,"Rutland County, VT",,,,
2816,CN5002300000000,50,23,"Washington County, VT",,,,
2817,CN5002500000000,50,25,"Windham County, VT",,,,
2818,CN5002700000000,50,27,"Windsor County, VT",,,,
2819,CN5100100000000,51,1,"Accomack County, VA",,,,
2820,CN5100300000000,51,3,"Albemarle County, VA",,,,
2821,CN5100500000000,51,5,"Alleghany County, VA",,,,
2822,CN5100700000000,51,7,"Amelia County, VA",,,,
2823,CN5100900000000,51,9,"Amherst County, VA",,,,
2824,CN5101100000000,51,11,"Appomattox County, VA",,,,
2825,CN5101300000000,51,13,"Arlington County, VA",,,,
2826,CN5101500000000,51,15,"Augusta County, VA",,,,
2827,CN5101700000000,51,17,"Bath County, VA",,,,
2828,CN5101900000000,51,19,"Bedford County, VA",,,,
2829,CN5102100000000,51,21,"Bland County, VA",,,,
2830,CN5102300000000,51,23,"Botetourt County, VA",,,,
2831,CN5102500000000,51,25,"Brunswick County, VA",,,,
2832,CN5102700000000,51,27,"Buchanan County, VA",,,,
2833,CN5102900000000,51,29,"Buckingham County, VA",,,,
2834,CN5103100000000,51,31,"Campbell County, VA",,,,
2835,CN5103300000000,51,33,"Caroline County, VA",,,,
2836,CN5103500000000,51,35,"Carroll County, VA",,,,
2837,CN5103600000000,51,36,"Charles City County, VA",,,,
2838,CN5103700000000,51,37,"Charlotte County, VA",,,,
2839,CN5104100000000,51,41,"Chesterfield County, VA",,,,
2840,CN5104300000000,51,43,"Clarke County, VA",,,,
2841,CN5104500000000,51,45,"Craig County, VA",,,,
2842,CN5104700000000,51,47,"Culpeper County, VA",,,,
2843,CN5104900000000,51,49,"Cumberland County, VA",,,,
2844,CN5105100000000,51,51,"Dickenson County, VA",,,,
2845,CN5105300000000,51,53,"Dinwiddie County, VA",,,,
2846,CN5105700000000,51,57,"Essex County, VA",,,,
2847,CN5105900000000,51,59,"Fairfax County, VA",,,,
2848,CN5106100000000,51,61,"Fauquier County, VA",,,,
2849,CN5106300000000,51,63,"Floyd County, VA",,,,
2850,CN5106500000000,51,65,"Fluvanna County, VA",,,,
2851,CN5106700000000,51,67,"Franklin County, VA",,,,
2852,CN5106900000000,51,69,"Frederick County, VA",,,,
2853,CN5107100000000,51,71,"Giles County, VA",,,,
2854,CN5107300000000,51,73,"Gloucester County, VA",,,,
2855,CN5107500000000,51,75,"Goochland County, VA",,,,
2856,CN5107700000000,51,77,"Grayson County, VA",,,,
2857,CN5107900000000,51,79,"Greene County, VA",,,,
2858,CN5108100000000,51,81,"Greensville County, VA",,,,
2859,CN5108300000000,51,83,"Halifax County, VA",,,,
2860,CN5108500000000,51,85,"Hanover County, VA",,,,
2861,CN5108700000000,51,87,"Henrico County, VA",,,,
2862,CN5108900000000,51,89,"Henry County, VA",,,,
2863,CN5109100000000,51,91,"Highland County, VA",,,,
2864,CN5109300000000,51,93,"Isle of Wight County, VA",,,,
2865,CN5109500000000,51,95,"James City County, VA",,,,
2866,CN5109700000000,51,97,"King and Queen County, VA",,,,
2867,CN5109900000000,51,99,"King George County, VA",,,,
2868,CN5110100000000,51,101,"King William County, VA",,,,
2869,CN5110300000000,51,103,"Lancaster County, VA",,,,
2870,CN5110500000000,51,105,"Lee County, VA",,,,
2871,CN5110700000000,51,107,"Loudoun County, VA",,,,
2872,CN5110900000000,51,109,"Louisa County, VA",,,,
2873,CN5111100000000,51,111,"Lunenburg County, VA",,,,
2874,CN5111300000000,51,113,"Madison County, VA",,,,
2875,CN5111500000000,51,115,"Mathews County, VA",,,,
2876,CN5111700000000,51,117,"Mecklenburg County, VA",,,,
2877,CN5111900000000,51,119,"Middlesex County, VA",,,,
2878,CN5112100000000,51,121,"Montgomery County, VA",,,,
2879,CN5112500000000,51,125,"Nelson County, VA",,,,
2880,CN5112700000000,51,127,"New Kent County, VA",,,,
2881,CN5113100000000,51,131,"Northampton County, VA",,,,
2882,CN5113300000000,51,133,"Northumberland County, VA",,,,
2883,CN5113500000000,51,135,"Nottoway County, VA",,,,
2884,CN5113700000000,51,137,"Orange County, VA",,,,
2885,CN5113900000000,51,139,"Page County, VA",,,,
2886,CN5114100000000,51,141,"Patrick County, VA",,,,
2887,CN5114300000000,51,143,"Pittsylvania County, VA",,,,
2888,CN5114500000000,51,145,"Powhatan County, VA",,,,
2889,CN5114700000000,51,147,"Prince Edward County, VA",,,,
2890,CN5114900000000,51,149,"Prince George County, VA",,,,
